Area,ISO 3 code,Year,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Estonia,EST,2009,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,8.86,-0.78,-8.09
Estonia,EST,2010,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.72,0.86,9.71
Estonia,EST,2011,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.33,-0.39,-4.01
Estonia,EST,2012,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.72,0.39,4.18
Estonia,EST,2013,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.69,-0.03,-0.31
Estonia,EST,2014,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.7,0.01,0.1
Estonia,EST,2015,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.23,-0.47,-4.85
Estonia,EST,2016,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,10.13,0.9,9.75
Estonia,EST,2017,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,10.43,0.3,2.96
Estonia,EST,2018,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,10.47,0.04,0.38
Estonia,EST,2019,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.77,-0.7,-6.69
Estonia,EST,2020,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.72,-0.05,-0.51
Estonia,EST,2021,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.82,0.1,1.03
Estonia,EST,2022,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.95,0.13,1.32
Estonia,EST,2023,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.15,-0.8,-8.04
Estonia,EST,2024,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,8.97,-0.18,-1.97
Eswatini,SWZ,2000,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.28,,
Eswatini,SWZ,2001,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.34,0.06,4.69
Eswatini,SWZ,2002,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.52,0.18,13.43
Eswatini,SWZ,2003,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.44,-0.08,-5.26
Eswatini,SWZ,2004,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.28,-0.16,-11.11
Eswatini,SWZ,2005,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.48,0.2,15.63
Eswatini,SWZ,2006,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.63,0.15,10.14
Eswatini,SWZ,2007,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.69,0.06,3.68
Eswatini,SWZ,2008,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.61,-0.08,-4.73
Eswatini,SWZ,2009,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.57,-0.04,-2.48
Eswatini,SWZ,2010,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.55,-0.02,-1.27
Eswatini,SWZ,2011,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.39,-0.16,-10.32
Eswatini,SWZ,2012,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.34,-0.05,-3.6
Eswatini,SWZ,2013,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.46,0.12,8.96
Eswatini,SWZ,2014,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.46,0,0
Eswatini,SWZ,2015,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.46,0,0
Eswatini,SWZ,2016,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.42,-0.04,-2.74
Eswatini,SWZ,2017,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.45,0.03,2.11
Eswatini,SWZ,2018,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.43,-0.02,-1.38
Eswatini,SWZ,2019,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.53,0.1,6.99
Eswatini,SWZ,2020,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.4,-0.13,-8.5
Eswatini,SWZ,2021,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.41,0.01,0.71
Eswatini,SWZ,2022,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.47,0.06,4.26
Eswatini,SWZ,2023,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.49,0.02,1.36
Ethiopia,ETH,2000,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.69,,
Ethiopia,ETH,2001,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.04,0.35,20.71
Ethiopia,ETH,2002,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.06,0.02,0.98
Ethiopia,ETH,2003,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.33,0.27,13.11
Ethiopia,ETH,2004,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.57,0.24,10.3
Ethiopia,ETH,2005,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,2.88,0.31,12.06
Ethiopia,ETH,2006,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,3.31,0.43,14.93
Ethiopia,ETH,2007,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,3.43,0.12,3.63
Ethiopia,ETH,2008,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,3.33,-0.1,-2.92
Ethiopia,ETH,2009,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,3.62,0.29,8.71
Ethiopia,ETH,2010,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,5.01,1.39,38.4
Ethiopia,ETH,2011,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,6.01,1,19.96
Ethiopia,ETH,2012,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,7.01,1,16.64
Ethiopia,ETH,2013,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,8.03,1.02,14.55
Ethiopia,ETH,2014,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,8.71,0.68,8.47
Ethiopia,ETH,2015,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,9.69,0.98,11.25
Ethiopia,ETH,2016,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,11.17,1.48,15.27
Ethiopia,ETH,2017,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,11.69,0.52,4.66
Ethiopia,ETH,2018,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,13.23,1.54,13.17
Ethiopia,ETH,2019,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,14.17,0.94,7.11
Ethiopia,ETH,2020,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,13.98,-0.19,-1.34
Ethiopia,ETH,2021,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,14.12,0.14,1
Ethiopia,ETH,2022,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,15.66,1.54,10.91
Ethiopia,ETH,2023,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,16.5,0.84,5.36
Falkland Islands (the) [Malvinas],FLK,2000,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,,
Falkland Islands (the) [Malvinas],FLK,2001,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Falkland Islands (the) [Malvinas],FLK,2002,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Falkland Islands (the) [Malvinas],FLK,2003,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Falkland Islands (the) [Malvinas],FLK,2004,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Falkland Islands (the) [Malvinas],FLK,2005,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Falkland Islands (the) [Malvinas],FLK,2006,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.02,0.01,100
Falkland Islands (the) [Malvinas],FLK,2007,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.02,0,0
Falkland Islands (the) [Malvinas],FLK,2008,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,-0.01,-50
Falkland Islands (the) [Malvinas],FLK,2009,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Falkland Islands (the) [Malvinas],FLK,2010,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Falkland Islands (the) [Malvinas],FLK,2011,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.02,0.01,100
Falkland Islands (the) [Malvinas],FLK,2012,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.02,0,0
Falkland Islands (the) [Malvinas],FLK,2013,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.02,0,0
Falkland Islands (the) [Malvinas],FLK,2014,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.02,0,0
Falkland Islands (the) [Malvinas],FLK,2015,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.02,0,0
Falkland Islands (the) [Malvinas],FLK,2016,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.02,0,0
Falkland Islands (the) [Malvinas],FLK,2017,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,-0.01,-50
Falkland Islands (the) [Malvinas],FLK,2018,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Falkland Islands (the) [Malvinas],FLK,2019,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Falkland Islands (the) [Malvinas],FLK,2020,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Falkland Islands (the) [Malvinas],FLK,2021,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Falkland Islands (the) [Malvinas],FLK,2022,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.01,0,0
Faroe Islands (the),FRO,2000,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.22,,
Faroe Islands (the),FRO,2001,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.24,0.02,9.09
Faroe Islands (the),FRO,2002,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.24,0,0
Faroe Islands (the),FRO,2003,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.24,0,0
Faroe Islands (the),FRO,2004,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.25,0.01,4.17
Faroe Islands (the),FRO,2005,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.25,0,0
Faroe Islands (the),FRO,2006,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.25,0,0
Faroe Islands (the),FRO,2007,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.27,0.02,8
Faroe Islands (the),FRO,2008,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.27,0,0
Faroe Islands (the),FRO,2009,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.27,0,0
Faroe Islands (the),FRO,2010,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.28,0.01,3.7
Faroe Islands (the),FRO,2011,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.27,-0.01,-3.57
Faroe Islands (the),FRO,2012,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.29,0.02,7.41
Faroe Islands (the),FRO,2013,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.29,0,0
Faroe Islands (the),FRO,2014,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.31,0.02,6.9
Faroe Islands (the),FRO,2015,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.32,0.01,3.23
Faroe Islands (the),FRO,2016,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.31,-0.01,-3.13
Faroe Islands (the),FRO,2017,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.33,0.02,6.45
Faroe Islands (the),FRO,2018,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.35,0.02,6.06
Faroe Islands (the),FRO,2019,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.38,0.03,8.57
Faroe Islands (the),FRO,2020,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.41,0.03,7.89
Faroe Islands (the),FRO,2021,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.43,0.02,4.88
Faroe Islands (the),FRO,2022,Country or economy,Europe,Europe,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.48,0.05,11.63
Fiji,FJI,2000,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.75,,
Fiji,FJI,2001,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.79,0.04,5.33
Fiji,FJI,2002,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.83,0.04,5.06
Fiji,FJI,2003,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.87,0.04,4.82
Fiji,FJI,2004,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.88,0.01,1.15
Fiji,FJI,2005,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.89,0.01,1.14
Fiji,FJI,2006,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.9,0.01,1.12
Fiji,FJI,2007,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.89,-0.01,-1.11
Fiji,FJI,2008,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.84,-0.05,-5.62
Fiji,FJI,2009,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.83,-0.01,-1.19
Fiji,FJI,2010,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.88,0.05,6.02
Fiji,FJI,2011,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.85,-0.03,-3.41
Fiji,FJI,2012,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.86,0.01,1.18
Fiji,FJI,2013,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.88,0.02,2.33
Fiji,FJI,2014,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.91,0.03,3.41
Fiji,FJI,2015,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.93,0.02,2.2
Fiji,FJI,2016,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.95,0.02,2.15
Fiji,FJI,2017,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.02,0.07,7.37
Fiji,FJI,2018,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.1,0.08,7.84
Fiji,FJI,2019,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.14,0.04,3.64
Fiji,FJI,2020,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.08,-0.06,-5.26
Fiji,FJI,2021,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.06,-0.02,-1.85
Fiji,FJI,2022,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.07,0.01,0.94
Fiji,FJI,2023,Country or economy,Oceania,Oceania,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.15,0.08,7.48
Finland,FIN,2000,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,81.85,,
Finland,FIN,2001,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,84.41,2.56,3.13
Finland,FIN,2002,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,86.84,2.43,2.88
Finland,FIN,2003,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,89.13,2.29,2.64
Finland,FIN,2004,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,90.71,1.58,1.77
Finland,FIN,2005,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,87.57,-3.14,-3.46
Finland,FIN,2006,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,93.69,6.12,6.99
Finland,FIN,2007,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,93.73,0.04,0.04
Finland,FIN,2008,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,90.12,-3.61,-3.85
Finland,FIN,2009,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,84.15,-5.97,-6.62
Finland,FIN,2010,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,91.14,6.99,8.31
Finland,FIN,2011,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,87.35,-3.79,-4.16
Finland,FIN,2012,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,87.85,0.5,0.57
Finland,FIN,2013,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,86.97,-0.88,-1
Finland,FIN,2014,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,86.07,-0.9,-1.03
Finland,FIN,2015,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,84.95,-1.12,-1.3
Finland,FIN,2016,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,87.7,2.75,3.24
Finland,FIN,2017,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,87.95,0.25,0.29
Finland,FIN,2018,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,90.17,2.22,2.52
Finland,FIN,2019,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,88.65,-1.52,-1.69
Finland,FIN,2020,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,84.34,-4.31,-4.86
Finland,FIN,2021,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,89.88,5.54,6.57
Finland,FIN,2022,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,84.69,-5.19,-5.77
Finland,FIN,2023,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,83.13,-1.56,-1.84
Finland,FIN,2024,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,86.78,3.65,4.39
France,FRA,2000,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,463.08,,
France,FRA,2001,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,474.21,11.13,2.4
France,FRA,2002,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,474.21,0,0
France,FRA,2003,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,492.72,18.51,3.9
France,FRA,2004,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,504.39,11.67,2.37
France,FRA,2005,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,508.81,4.42,0.88
France,FRA,2006,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,503.96,-4.85,-0.95
France,FRA,2007,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,505.03,1.07,0.21
France,FRA,2008,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,518.99,13.96,2.76
France,FRA,2009,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,502.94,-16.05,-3.09
France,FRA,2010,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,531.65,28.71,5.71
France,FRA,2011,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,511.24,-20.41,-3.84
France,FRA,2012,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,523.06,11.82,2.31
France,FRA,2013,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,528.29,5.23,1
France,FRA,2014,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,499.12,-29.17,-5.52
France,FRA,2015,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,510.08,10.96,2.2
France,FRA,2016,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,517.34,7.26,1.42
France,FRA,2017,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,516.33,-1.01,-0.2
France,FRA,2018,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,512.93,-3.4,-0.66
France,FRA,2019,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,508,-4.93,-0.96
France,FRA,2020,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,482.38,-25.62,-5.04
France,FRA,2021,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,505.56,23.18,4.81
France,FRA,2022,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,483.43,-22.13,-4.38
France,FRA,2023,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,467.12,-16.31,-3.37
France,FRA,2024,Country or economy,Europe,Europe,1,1,1,1,0,Electricity demand,Demand,Demand,TWh,467.88,0.76,0.16
French Guiana,GUF,2000,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.46,,
French Guiana,GUF,2001,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.6,0.14,30.43
French Guiana,GUF,2002,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.63,0.03,5
French Guiana,GUF,2003,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.67,0.04,6.35
French Guiana,GUF,2004,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.69,0.02,2.99
French Guiana,GUF,2005,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.72,0.03,4.35
French Guiana,GUF,2006,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.75,0.03,4.17
French Guiana,GUF,2007,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.74,-0.01,-1.33
French Guiana,GUF,2008,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.77,0.03,4.05
French Guiana,GUF,2009,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.81,0.04,5.19
French Guiana,GUF,2010,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.85,0.04,4.94
French Guiana,GUF,2011,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.86,0.01,1.18
French Guiana,GUF,2012,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.9,0.04,4.65
French Guiana,GUF,2013,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.9,0,0
French Guiana,GUF,2014,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.93,0.03,3.33
